artist_name,duration,artist_terms,tempo,key,energy,title,year,release,time_signature,artist_familiarity,loudness,song_hotttnesss,artist_hotttnesss,danceability
Silverstein,256.46975,post-hardcore,132.962,7,0.0,BLEEDS NO MORE (Live Version),2006,18 CANDLES: THE EARLY YEARS,4,0.801136449608,-3.573,0.360370582712,0.605507135691,0.0
Sugar Minott,223.21587,roots reggae,159.715,7,0.0,More Than I Can Take,0,Reggae's Finest Volume 1,4,0.606975737219,-12.914,nan,0.386289651246,0.0
Skeeter Davis,153.49506,country rock,98.663,0,0.0,My Last Date (With You),1988,The Essential Skeeter Davis,3,0.60383916969,-10.487,0.542898743291,0.395791273774,0.0
All Girl Summer Fun Band,138.97098,pop rock,76.455,2,0.0,Rewind,2008,Looking Into It,4,0.537532967491,-14.927,0.447135796286,0.369870107031,0.0
Freddie McGregor,249.18159,lovers rock,92.972,4,0.0,Cover For Me,0,Anything For You,4,0.596895543228,-7.423,nan,0.365951047654,0.0
Erick Sermon,187.42812,hip hop,88.878,6,0.0,Freak Out,0,Double Or Nothing,4,0.577973752903,-8.821,0.594679448915,0.368336782246,0.0
Circle Jerks,88.89424,hardcore punk,156.605,1,0.0,Paid Vacation,1980,Group Sex,1,0.666522676567,-7.545,0.77952716829,0.414079473032,0.0
Gene Simmons,112.06485,hard rock,140.148,0,0.0,Bad Boy Willie,0,Haunted House:The Complete Gene Simmons on Hi Records,4,0.556531086261,-11.603,nan,0.370138414326,0.0
Tex Williams,147.82649,western swing,168.879,0,0.0,Just A Pair Of Blue Eyes,0,Smoke! Smoke! Smoke!,4,0.425883321613,-15.965,nan,0.313647771107,0.0
Kofi,231.33995,lovers rock,59.957,0,0.0,Don't Let Go,0,Lovers Lounge Venue 7,1,0.569329687367,-10.258,0.240473746064,0.394881083378,0.0
Albert Préjean,169.482,chanson,210.636,3,0.0,Dede De Montmartre,0,Chansons D'Amour,3,0.293433006903,-20.754,nan,0.0,0.0
Kris Kristofferson,183.06567,western swing,138.094,7,0.0,Killer Barracuda,1995,Original Album Classics,4,0.732393706523,-17.312,0.215080318509,0.496224348644,0.0
Scott Weiland,321.01832,post-grunge,112.68,5,0.0,The Date ( LP Version ),1998,12 Bar Blues,4,0.674088297488,-5.328,0.492713639573,0.430321317531,0.0
Mighty Diamonds,256.7571,roots reggae,85.043,10,0.0,Free Africa,0,The Real Enemy,4,0.536336186173,-9.188,0.265861049211,0.414609584707,0.0
Moraes Moreira,185.44281,latin jazz,145.047,9,0.0,Boca Do Balao / Preta Pretinha / Juazeiro,0,Bahião Com H,4,0.461741493305,-7.498,nan,0.334252474043,0.0
The Real Kids,192.15628,power pop,175.626,0,0.0,Happens All The Time,0,No Place Fast,4,0.484893131196,-7.046,nan,0.344871922171,0.0
DeGarmo & Key,220.02893,ccm,161.846,7,0.0,Don't Stop The Music (Streetlight Album Version),0,STREETLIGHT,4,0.421132725384,-11.462,nan,0.318834231458,0.0
Usher,32.41751,hip hop,118.237,5,0.0,I Need Love,1999,Live,1,0.856448923652,-14.434,nan,0.854637828218,0.0
Atreyu,214.07302,post-hardcore,160.153,4,0.0,Ex's And Oh's (Instrumental Version),0,A Death - Grip On Yesterday [Instrumental],4,0.821844255124,-4.964,0.0,0.592439485528,0.0
Rance Allen Group,201.27302,jazz funk,100.332,0,0.0,The Painter,2006,Stax Profiles - Rance Allen,4,0.428516150461,-11.202,0.0,0.269288257355,0.0
Loretta Lynn,197.58975,honky tonk,83.976,4,0.0,Away in a Manger,0,Rowdy Country Christmas,3,0.658731278303,-10.694,nan,0.410541103123,0.0
Grant Geissman,307.40853,smooth jazz,192.301,0,0.0,Chaco (Album Version),1993,Rustic Technology,3,0.422971307885,-11.143,0.0,0.31724842518,0.0
Jacky Cheung,267.44118,cantonese pop,148.073,8,0.0,Zai Ai Shang Ni,0,Qing Bu Jin,4,0.546346469458,-12.299,nan,0.413772173138,0.0
Death SS,258.29832,heavy metal,102.126,3,0.0,The Healer,2006,The 7th Seal,4,0.484409122625,-7.009,0.266955186276,0.450129048418,0.0
Los Rumberos Catalanes,140.19873,flamenco,66.064,8,0.0,Yo Te Camelo,0,Oh Capicua,4,0.350333622166,-15.933,nan,0.209345284327,0.0
Daniel Chan,222.14485,chinese music,161.986,5,0.0,Duo Liu Yi Hui,0,Bi Wo Xing Fu,4,0.441816439199,-9.162,nan,0.317185334565,0.0
Grayson Capps,124.18567,blues-rock,101.076,2,0.0,Give It To Me,2006,Wail & Ride,4,0.58403786492,-7.109,0.497705809537,0.356406617735,0.0
Brian Free & Assurance,207.04608,southern gospel,108.565,11,0.0,The Coming Of The King,0,It's So God!,4,0.416463908141,-5.296,0.26673132411,0.374335194759,0.0
Tracy Byrd,190.27546,honky tonk,137.528,9,0.0,Take Me Fishin',0,Noble Things ST,4,0.692975623904,-11.036,nan,0.422507450826,0.0
Café Quijano,262.37342,pop rock,102.677,11,0.0,Poesía De Amor,1998,Café Quijano,4,0.551682526284,-9.37,0.405115721691,0.352338667915,0.0
Carl Smith,107.62404,honky tonk,109.449,4,0.0,If You Don't Somebody Else Will,0,The Hickory Days,4,0.551502069088,-13.51,0.0,0.351717751121,0.0
Atreyu,267.17995,post-hardcore,151.64,0,0.0,The Remembrance Ballad (Album Version),2004,The Curse,4,0.821844255124,-4.6,nan,0.592439485528,0.0
Amil,248.5024,hip hop,165.967,0,0.0,Anyday,2000,All Money Is Legal,4,0.583298629996,-8.183,0.0,0.354574370509,0.0
Paul Taylor,453.58975,smooth jazz,144.005,11,0.0,Apogee (ft. TechTonic),0,High Life,4,0.664690938937,-7.49,0.0,0.429261029065,0.0
Cherish The Ladies,134.81751,irish folk,118.182,2,0.0,The Shaskeen / Gan Ainm,1999,Cherish The Ladies: Irish Women Musicians in America,5,0.581507854612,-16.831,nan,0.390020825482,0.0
Jennifer Lopez,211.56526,dance pop,104.796,6,0.0,Play,2001,J.Lo,4,0.877119424278,-1.81,0.804749693774,0.56091265733,0.0
Neil Sedaka,256.9922,brill building pop,159.184,4,0.0,Superbird,0,Neil Sedaka Selected Hits,1,0.720842183166,-17.289,0.3759843015,0.444025681011,0.0
Eagles,261.17179,country rock,92.186,5,0.0,I Don't Want To Hear Any More,2007,Long Road Out Of Eden,4,0.767020210404,-6.182,0.567656586768,0.681987760426,0.0
Nicole C. Mullen,237.16526,ccm,104.039,8,0.0,Shooby (Live Version),0,Live From Cincinnati_ Bringin' It Home,4,0.614642954159,-5.643,nan,0.439024561207,0.0
Kali,601.99138,hip hop,128.999,2,0.0,No. 284,0,Kali,4,0.543350012966,-11.335,0.0,0.399265149721,0.0
Eason Chan,226.55955,cantonese pop,119.977,0,0.0,Been Sick Lung,0,Listen to Eason Chan,4,0.555277224341,-6.005,nan,0.395217687049,0.0
Bravehearts,209.03138,hip hop,199.07,6,0.0,Sensations,2003,Bravehearted (Clean),7,0.505163004914,-10.212,nan,0.371960266493,0.0
Jimmy Cliff,301.71383,reggae,122.773,0,0.0,Let's Seize The Time,1973,The Universal Masters Collection,1,0.672199944412,-7.449,0.265861049211,0.466784211628,0.0
Deborahe Glasgow,390.32118,lovers rock,166.579,4,0.0,Give Me That Touch (The Touch Up Mix),0,Deborahe Glasgow,4,0.373889978796,-11.695,0.226894691232,0.247613318632,0.0
Philly's Most Wanted,242.25914,hip hop,96.037,11,0.0,Y'all Can't Never Hurt Us (Clean Version),2001,Get Down Or Lay Down,4,0.427790621088,-6.355,nan,0.308163474494,0.0
30 Seconds To Mars,297.53424,rock,122.924,6,0.0,Night of the Hunter (Static Revenger Remix),2009,Kings and Queens,4,0.909324833658,-5.157,0.50726925148,0.677087546712,0.0
Michelle & Vickie,194.21995,chinese music,120.014,4,0.0,Ai De Ka Luo Li,0,Aitai,3,0.368404326732,-4.991,nan,0.387739899143,0.0
Cam'Ron,174.88934,hip hop,101.883,2,0.0,Do Ya Thing (Remix) (Explicit Album Version),2006,Killa Season,4,0.858270677796,-5.797,nan,0.515325300572,0.0
Randy Travis,228.75383,country gospel,99.141,11,0.0,I Am Going (Album Version),0,Inspirational Journey,4,0.787877770106,-11.366,nan,0.543225521045,0.0
Big Star,88.00608,power pop,58.393,0,0.0,Morpha Too [Alternate Mix],0,Keep An Eye On The Sky,1,0.741040432796,-13.717,0.522556139001,0.496508118721,0.0
Mikey Dread,309.83791,roots reggae,144.144,1,0.0,The Jumping Master,1981,World War III,4,0.58568314983,-7.325,0.536115091976,0.360445765807,0.0
Noel Harrison,157.09995,folk-pop,176.761,11,0.0,The Last Thing On My Mind (Previously Unissued),0,Life Is A Dream [Digital Version],4,0.425009175303,-15.717,nan,0.329805263641,0.0
Redman,185.83465,hip hop,94.146,0,0.0,Jam 4 U,1992,Whut? The Album,4,0.743129776148,-7.184,0.671040567909,0.493566842697,0.0
Skeeter Davis,128.67873,country rock,134.931,3,0.0,Ladder Of Success,0,Let Me Get Close To You (With Bonus Tracks),1,0.60383916969,-8.46,0.518759897997,0.395791273774,0.0
Freddie Roulette,232.85506,blues,103.064,2,0.0,Everybody Wants To Go To Heaven,0,Back In Chicago: Jammin' with Willie Kent and the Gents,1,0.364345351168,-12.004,nan,0.319234085011,0.0
Zebra,441.52118,heavy metal,138.831,2,0.0,Take Your Fingers From My Hair  (LP Version),1983,Zebra,4,0.575986600525,-10.155,0.313941330683,0.406367592935,0.0
The Irish Rovers,240.32608,irish folk,165.53,7,0.0,Green Grows the Laurel,0,Come Fill Up Your Glasses,3,0.589314501735,-11.518,0.485722716047,0.398883010857,0.0
Deep Puddle Dynamics,353.07057,hip hop,177.876,1,0.0,June 26th_ 1999 - Slight,1999,The Taste Of Rain... Why Kneel,4,0.507126310044,-5.756,0.458482812244,0.357985697733,0.0
The Statler Brothers,140.69506,country gospel,99.66,0,0.0,White Christmas,1994,Ultimate Country Christmas,5,0.634490512884,-12.361,nan,0.410950258432,0.0
Hatebreed,141.50485,hardcore punk,175.363,0,0.0,Supertouch/shitfit (Bad Brains),2009,For The Lions,1,0.832757431314,-4.571,0.575103501333,0.546383748198,0.0
Sammi Cheng,248.2673,cantonese pop,103.982,2,0.0,Liu Zi Zhen Yan,0,Love Is......,4,0.490611414182,-6.412,nan,0.391574164116,0.0
Beastie Boys,247.7971,hip hop,100.788,9,0.0,Shadrach,1989,Paul's Boutique,4,0.853124523276,-15.059,nan,0.591628024008,0.0
John Berry,239.20281,country rock,126.533,7,0.0,Let's Fall In Love This Christmas,0,Celebrate This Christmas,4,0.566013953545,-8.139,0.255496778754,0.463771722463,0.0
Marc Shaiman,154.122,soundtrack,131.615,2,0.0,We're New Yorkers Now!,1999,The Out of Towners,4,0.510010870826,-17.548,nan,0.378442736545,0.0
Teena Marie,345.67791,disco,99.978,6,0.0,Help Youngblood Get To the Freaky Party,1984,Starchild,3,0.621414328404,-12.23,0.266955186276,0.443930192726,0.0
Ace Da Vinci,269.68771,hip hop,211.059,11,0.0,D Solo,0,Black Chicago,4,0.305809631336,-9.255,0.0,0.283230274064,0.0
Les Hurlements D'leo,334.13179,folk rock,163.317,9,0.0,10 $ Bill,0,13 ans de caravaning,4,0.446326628058,-7.75,nan,0.425728130672,0.0
John Mayall & The Bluesbreakers,214.69995,blues-rock,107.458,2,0.0,All Your Love,1966,Bluesbreakers With Eric Clapton - Deluxe Edition,4,0.626803106327,-8.441,nan,0.405234690787,0.0
Mykill Miers,252.94322,hip hop,106.221,4,0.0,Knuckle Up,0,The Trials Of Job,3,0.444184730365,-7.699,0.0,0.326555905112,0.0
Al DiMeola,319.84281,latin jazz,206.101,1,0.0,July,1992,The Best of Al DiMeola: The Manhattan Years,4,0.643016143941,-10.176,nan,0.461517204498,0.0
Randy Stonehill,229.90322,ccm,121.437,2,0.0,Get Together - Album Version,0,Wild Frontier,4,0.547950627959,-11.724,0.0,0.325824019259,0.0
Bad Brains,118.04689,hardcore punk,135.415,11,0.0,At The Atlantis,1996,Black Dots,4,0.726298027446,-8.435,0.576315292379,0.555414575816,0.0
Leroy Van Dyke,124.52526,country rock,163.942,0,0.0,If A Woman Answers,1962,Walk On By,1,0.500506965142,-18.57,0.0,0.34341317981,0.0
Twista & The Speedknot Mobstaz,377.86077,gangster rap,121.957,8,0.0,Warm Embrace (LP Version),0,Mobstability,4,0.889613554744,-6.893,0.244510701724,0.593808365175,0.0
León Gieco,266.762,folk rock,120.023,2,0.0,Ruta Del Coya,2002,Bandidos Rurales,3,0.562614767548,-10.423,0.266955186276,0.358435364244,0.0
2raumwohnung,335.17669,tech house,111.016,11,0.0,Lachen und weinen,2001,Kommt zusammen,4,0.664559978604,-9.322,0.667506138835,0.397569595443,0.0
Twista,368.03873,gangster rap,120.389,1,0.0,It Feels So Good (Album Version),1997,Adrenaline Rush,4,0.889613554744,-6.828,0.460541281359,0.593808365175,0.0
Gonzalo Rubalcaba,424.51546,latin jazz,187.406,9,0.0,Infantil (Dedicated to John McLaughlin),2008,Avatar,4,0.5343922941,-12.205,0.445454525493,0.34517431864,0.0
Tania Maria,325.66812,latin jazz,176.18,11,0.0,Come With Me,1983,Outrageously Wild,4,0.606885311313,-12.861,nan,0.397594324106,0.0
Louisa Mark,156.52526,lovers rock,128.304,5,0.0,Keep It Like It Is,2003,Breakout,1,0.330647051543,-14.29,0.466270889992,0.273269209344,0.0
Eric Burdon,318.37995,blues-rock,86.833,2,0.0,Ghetto Child,1997,Wild & Wicked,3,0.601069052215,-11.164,nan,0.359185992752,0.0
Thrice,329.7171,post-hardcore,126.947,9,0.0,The Earth Will Shake,2005,Live At The House Of Blues,7,0.873238652758,-9.458,0.83828667467,0.519965479287,0.0
The London Pops Orchestra,162.0371,easy listening,92.26,5,0.0,Moon River,0,Award-Winning Movie Themes : The 60's,5,0.321975099252,-22.102,nan,0.244532205339,0.0
Kruger,181.15873,post-hardcore,154.637,8,0.0,Peyte Pivo Pennoe (present for A. Trofimov),0,Rozhdenny Mrakom,4,0.53284530256,-6.305,0.0,0.350512131838,0.0
Skeeter Davis,125.77914,country rock,120.689,11,0.0,Am I That Easy To Forget,1995,Queens Of Country,3,0.60383916969,-12.945,0.473346541109,0.395791273774,0.0
The Real Kids,256.15628,power pop,124.616,4,0.0,Some Love Like Yours,0,Grown Up Wrong,4,0.484893131196,-8.549,nan,0.344871922171,0.0
Goatwhore,205.63546,black metal,113.557,1,0.0,Gravedom,2000,Eclipse of Ages Into Black,4,0.773271847746,-8.644,0.41967427881,0.429689629234,0.0
Agnostic Front,94.6673,hardcore punk,116.438,9,0.0,Rock Star,1999,Riot_ Riot_ Upstart,1,0.701441758982,-3.199,0.662251154302,0.504307725982,0.0
Venice,301.08689,folk-pop,104.556,0,0.0,All My Life (LP Version),1990,Venice,4,0.588959571896,-8.38,0.0,0.331241824077,0.0
Séamus Egan,198.84363,irish folk,201.512,9,0.0,Poultry in the Parlour / Rolling the Ryegrass,0,In Your Ear,1,0.477180008752,-13.152,nan,0.327954754153,0.0
KRS-One,256.57424,hip hop,146.06,1,0.0,The Devils Crown,0,We Will Rock You,4,0.730246318613,-7.618,nan,0.52048957098,0.0
Poncho Sanchez,307.09506,latin jazz,211.806,5,0.0,Co Co My My,2002,Conga Caliente,4,0.577228502778,-12.995,nan,0.373552391014,0.0
Dead Kennedys,182.04689,rock,223.62,5,0.0,The Man with the Dogs,1979,Give Me Convenience or Give Me Death,1,0.737037558042,-4.058,0.798895652483,0.539245418349,0.0
Al Duvall,167.28771,blues-rock,118.029,6,0.0,Dark Inside,0,Recluses Unite,4,0.502783100678,-12.287,0.0,0.374944938823,0.0
Jeff And Sheri Easter,279.84934,southern gospel,122.023,1,0.0,Praise His Name (Low Key-Studio Track w/o Background Vocals),0,Praise His Name (Studio Track),4,0.535292735512,-13.04,nan,0.385470550556,0.0
Johnny Osbourne,202.03057,roots reggae,136.72,0,0.0,Folly Ranking,2007,Mr. Budy Bye,1,0.618765785486,-13.637,nan,0.409134868797,0.0
Tyrone Taylor,224.65261,lovers rock,81.936,10,0.0,Midnight Hour,0,Rock On,3,0.432074796015,-9.58,nan,0.299392787198,0.0
Hank Penny & Sue Thompson,119.58812,western swing,140.151,3,0.0,Walkin' In The Snow,0,Santa's Christmas Collection,3,0.44585463136,-14.441,nan,0.347598888684,0.0
Britt Nicole,203.78077,ccm,132.021,1,0.0,Good Day,2007,Say It,4,0.669500125221,-3.092,0.521659258048,0.544446276904,0.0
Bebo Norman,280.39791,ccm,144.022,1,0.0,Borrow Mine,2004,Try,4,0.683771102049,-5.174,0.473346541109,0.513300123275,0.0
Juanes,332.5122,rock,196.106,11,0.0,Rebelion,0,La Vida Es Un Ratico En Vivo,4,0.666216159368,-5.821,0.304169503435,0.549761225457,0.0
Isabel Pantoja,237.322,flamenco,128.502,4,0.0,Limosna De Amores,1999,A Tu Vera,3,0.496152636378,-8.361,nan,0.363506515793,0.0
Orquesta Sublime,172.85179,salsa,208.737,7,0.0,Seis Perlas Cubanas,0,Sabor A Cuba,3,0.496244736606,-10.501,nan,0.304743659539,0.0
Flowin Immo et Les Freaqz,185.10322,hip hop,51.714,4,0.0,Immonumental,2009,Immoment,4,0.369988123815,-6.79,0.299877488274,0.261730129606,0.0
John Debney,76.79955,pop rock,91.249,10,0.0,Porcelain Man,1999,End Of Days,4,0.60276693426,-32.637,0.304169503435,0.463192852316,0.0
Jamie Richards,202.91873,honky tonk,84.069,2,0.0,Easier By Now,0,Sideways,4,0.513832781032,-8.592,0.234016445945,0.387225176277,0.0
Eddie Turner,278.30812,blues-rock,107.053,9,0.0,Jody,0,The Turner Diaries,4,0.450743177522,-3.879,0.3759843015,0.331214989792,0.0
Lizzy Borden,371.19955,heavy metal,107.886,5,0.0,(Wake Up) Time to Die,1985,The Murderess Metal Road Show,4,0.609819761152,-9.657,0.3759843015,0.419967935771,0.0
Gisele MacKenzie,178.88608,easy listening,121.078,7,0.0,Swinging Down the Lane,0,The Very Best of Gisele MacKenzie,4,0.382280689596,-13.298,nan,0.318020646791,0.0
Eric Burdon,271.64689,blues-rock,148.142,6,0.0,Hook Of Holland,0,Good Times - A Collection,4,0.601069052215,-9.951,0.407233014901,0.359185992752,0.0
Geggy Tah,231.54893,post-grunge,103.046,8,0.0,Special Someone,2001,Into the Oh,4,0.518337025822,-9.781,0.0,0.335335108329,0.0
Pat Travers,239.0722,blues-rock,114.083,1,0.0,Black Betty,0,The Very Best Of,4,0.565971267271,-8.665,nan,0.384018128543,0.0
Seamus Egan,277.18485,irish folk,61.82,2,0.0,McDermott's Fancy / Swans Among The Rushes / Chicago / The Swallow's Nest - (jig),0,Traditional Music Of Ireland,1,0.477180008752,-10.638,0.192856346065,0.327954754153,0.0
Bobby Russell,130.71628,pop rock,137.959,7,0.0,Jingle Bell Rock,0,Children's Christmas Party,1,0.410511251263,-14.945,nan,0.128060457853,0.0
K's Choice,207.56853,post-grunge,171.648,9,0.0,Another Year,2000,Live,4,0.640757317218,-11.622,nan,0.451219236891,0.0
Sheila Walsh,332.01587,ccm,88.012,7,0.0,Circle Of Hands (For A Time Like This Album Version),0,FOR A TIME LIKE THIS,4,0.407606790114,-9.475,0.241115150906,0.29103744594,0.0
Chris Rodriguez,209.52771,progressive house,121.101,4,0.0,Turn Around (LP Version),0,Beggar's Paradise,4,0.411693375361,-5.439,nan,0.316143519729,0.0
Neeme Jarvi,194.48118,easy listening,131.118,8,0.0,Hary Janos Suite : VI. A csaszari udvar bevonulasa (Entrance of the Emperor and his Court),0,KODALY: Dances of Galanta / Hary Janos Suite / Peacock Variations,1,0.320855383197,-17.382,nan,0.300765786126,0.0
Leo Ku,280.55465,cantonese pop,110.007,4,0.0,Ai De Jie Shi,0,Steel Box Collection - Leo Ku,4,0.483278657332,-9.801,nan,0.360628716136,0.0
Onesidezero,228.80608,post-grunge,86.844,11,0.0,Awake (Album Version),2001,Is This Room Getting Smaller?,4,0.596642396041,-6.036,0.206396915764,0.338104009723,0.0
Andy & Lucas,289.12281,flamenco,143.855,1,0.0,Dios Bendiga,0,Ganas De Vivir,4,0.538137739913,-3.628,0.427446571488,0.400387756597,0.0
Chris Vickery,191.7122,jazz funk,141.868,0,0.0,Jokers and Thieves,0,Temporary Measures,4,0.164853301203,-9.22,0.340922755864,0.0,0.0
The Family Stand,413.54404,jazz funk,122.691,9,0.0,The Education Of Jamie,0,Moon In Scorpio,4,0.513632302579,-10.216,0.0,0.378656486324,0.0
The Fabulous Thunderbirds,221.23057,blues-rock,110.98,4,0.0,Rainin' In My Heart,1989,Powerful Stuff,3,0.623154283971,-14.977,0.215080318509,0.429353514999,0.0
Peter Tosh,238.23628,roots reggae,92.643,11,0.0,Soon Come (2002 Digital Remaster),1978,Bush Doctor,4,0.722733962963,-7.261,nan,0.465492356244,0.0
Alexis HK,202.57914,chanson,160.066,11,0.0,Maudits anglois,2009,Les Affranchis,4,0.629399857238,-12.215,0.327736683178,0.345269234911,0.0
Rhian Sheehan,200.77669,trip hop,98.998,5,0.0,An Afternoon On the Moon (Jet Jaguar's Remix),2001,Paradigm Shift,4,0.558007751919,-12.88,nan,0.414780659073,0.0
