artist_name,duration,artist_terms,tempo,key,energy,title,year,release,time_signature,artist_familiarity,loudness,song_hotttnesss,artist_hotttnesss,danceability
Janis Joplin,183.14404,blues-rock,137.368,7,0.0,Down On Me,1972,ANTHOLOGY,1,0.829603740082,-11.864,nan,0.559925868569,0.0
Taylor Swift,245.78567,country,167.97,4,0.0,Should've Said No,2006,Fearless,4,0.889749219647,-4.954,nan,0.872447223164,0.0
Eko Fresh,238.13179,pop rap,86.928,1,0.0,Hart(z) IV,0,Hart(z) IV,4,0.689494764993,-1.714,0.407233014901,0.355905629781,0.0
Misfits,201.82159,horror punk,135.801,5,0.0,Helena 2 (Album Version),0,Cuts From The Crypt,7,0.85372585672,-6.444,0.627055810747,0.550991009241,0.0
Enrique Iglesias,222.14485,dance pop,114.983,8,0.0,Do You Know? (The Ping Pong Song),2007,Big Summer Tunes,4,0.8494467361,-5.01,nan,0.794248176914,0.0
The Knife,368.79628,electronic,105.02,4,0.0,The Captain,0,Silent Shout,4,0.769098837115,-11.194,nan,0.487848389245,0.0
Curtis Mayfield,188.21179,chicago soul,119.811,4,0.0,Superfly (Single Mix Version),0,Superfly:  Deluxe 25th Anniversary Edition,4,0.786921231369,-6.724,0.541551997893,0.495306693411,0.0
Jimmy Witherspoon,149.73342,jazz blues,45.582,0,0.0,Better Love Next Time Part 2,0,Urban Blues Singing Legend 1949-1951,4,0.50172553401,-11.542,nan,0.353441853006,0.0
Céline Dion,274.57261,soft rock,120.047,1,0.0,"Because You Loved Me (Theme from ""Up Close and Personal"")",1996,My Love Ultimate Essential Collection,4,0.737437395434,-7.722,nan,0.663686475969,0.0
Danny Davis & The Boys,169.19465,free improvisation,132.674,2,0.0,The Golden Sea,0,Danny Davis & The Boys,4,0.414449779633,-10.977,nan,0.277976997776,0.0
Sugar Ray,161.82812,post-grunge,92.299,11,0.0,Mean Machine (Remastered LP Version),2005,The Best Of Sugar Ray,4,0.718400769006,-4.068,0.563246899281,0.472512950174,0.0
Chris Jagger,248.92036,roots rock,99.547,7,0.0,Still Waters,0,Channel Fever,4,0.465903761192,-17.955,nan,0.17145670328,0.0
Jimmy McGriff,210.33751,jazz funk,95.87,8,0.0,Cumayon,0,Jimmy McGriff - Pisces,4,0.590243796791,-8.901,0.265861049211,0.38742327101,0.0
Dakis,134.39955,greek,164.947,7,0.0,Tha Mino Pia Sto Parelthon (2005 Digital Remaster),0,Back To The 70'S-The Very Best Of Dakis,4,0.336970427524,-9.878,nan,0.0,0.0
Gabriel Yared,100.0224,latin jazz,137.149,4,0.0,Ship in a Painting,2007,1408,3,0.61180147146,-15.417,0.212045405484,0.399042081432,0.0
The Jeff Healey Band,223.92118,blues-rock,126.16,9,0.0,My Little Girl,1988,LIVE AT MONTREUX,4,0.716854351769,-7.457,0.678161108942,0.414236247722,0.0
REX ALLEN JR.,165.04118,country rock,80.242,7,0.0,Don't Say Goodbye (Album Version),0,The Very Best Of Rex Allen_ Jr.,4,0.259374908464,-11.647,0.212045405484,0.0,0.0
Ty Herndon,217.15546,country,128.087,2,0.0,A Man Holdin' On (To A Woman Lettin' Go),1998,Big Hopes,4,0.654644974646,-8.809,0.696183226574,0.450775217814,0.0
R. Carlos Nakai,296.51546,chamber jazz,107.963,1,0.0,Tibetan Turquoise (World),0,In A Distant Place,1,0.577276089132,-20.698,0.0,0.376939984442,0.0
Kieran,219.84608,r&b,87.572,8,0.0,Best Friends,0,Breathe,5,0.577532746684,-5.155,nan,0.32742170532,0.0
A-FS,205.94893,hardcore punk,98.254,11,0.0,Get it Right,0,Alienated From Society - Single,4,0.47674864816,-10.15,nan,0.0,0.0
Screaming Lord Sutch,231.44444,psychobilly,130.76,9,0.0,Son of Jack the Ripper,0,Rock'n'Roll is still alive ( Live in Hamburg ),4,0.52522733556,-8.02,0.0,0.338129864282,0.0
Tony Mathews,281.80853,french pop,70.26,1,0.0,(Coming With) Loving on My Mind,0,Alien in My Own Home,4,0.289711636625,-17.154,0.231488494555,0.193294247139,0.0
Sylvia Tosun,575.79057,progressive house,127.968,8,0.0,Head Over Heels,2004,Head Over Heels - Club Mixes,4,0.525869437095,-6.319,nan,0.435127194848,0.0
Hound Dog Taylor and The Houserockers,335.28118,blues-rock,95.48,4,0.0,Rock Me Baby - Live,0,Live In Boston,1,0.450585595863,-12.02,nan,0.336820368674,0.0
KT Tunstall,295.07873,folk-pop,137.806,7,0.0,Boo Hoo,2005,Eye To The Telescope / KT Tunstall's Acoustic Extravaganza,1,0.793708084007,-7.272,0.607908632984,0.589856179924,0.0
Kings Of Leon,212.97587,southern rock,85.855,4,0.0,Day Old Blues,2004,Aha Shake Heartbreak,4,0.845768866449,-10.831,0.72478881393,0.837714708582,0.0
La Billo_ Los Melódicos,195.29098,gaita,163.566,2,0.0,Para Que Recordar,0,Las 2 Grandes Orquestas de Venezuela,3,0.121187298345,-9.085,nan,0.0,0.0
Noel Harrison,166.73914,folk-pop,146.688,10,0.0,Sparrow (Remastered Album Version),0,Life Is A Dream [Digital Version],4,0.425009175303,-12.876,0.0,0.329805263641,0.0
Annie Blanchard,260.80608,pop folk,101.868,0,0.0,Sur L'autre rive,2007,Sur l'autre rive,3,0.479735239207,-11.841,0.224490518006,0.352459615918,0.0
Shunza,278.38649,chinese music,141.733,6,0.0,Dear Friend,0,Day & Night ... My Favorite Shunza,4,0.11454804618,-8.737,nan,0.0,0.0
Ray Charles,170.00444,blues,154.332,1,0.0,Heartbreaker,0,When Jazz Was King,4,0.759912526334,-8.733,nan,0.673207274956,0.0
Lil' Romeo,211.82649,dirty south rap,95.991,11,0.0,Don't Want To,0,Lil' Romeo,4,0.566723382704,-7.076,nan,0.33759391048,0.0
Seal,368.06485,dance pop,123.795,6,0.0,The Beginning (Giro E Giro Mix),1991,The Beginning,4,0.567313224122,-12.1,nan,0.58001318294,0.0
BT,506.27873,electronica,136.003,6,0.0,Mercury & Solace,2000,In Search Of Sunrise 1,4,0.786427083379,-11.59,0.434838090261,0.512226738318,0.0
Madonna,320.1824,dance pop,130.003,7,0.0,Jump [Jacques Lu Cont Edit],2006,Jump,4,0.915823253033,-7.288,0.460541281359,0.665576619159,0.0
The Bug Featuring Ricky Ranking,309.28934,illbient,143.812,8,0.0,Judgement,2008,London Zoo,4,0.651952138716,-9.376,0.553166753501,0.449693997768,0.0
Silverstein,256.46975,post-hardcore,132.962,7,0.0,BLEEDS NO MORE (Live Version),2006,18 CANDLES: THE EARLY YEARS,4,0.801136449608,-3.573,0.360370582712,0.605507135691,0.0
Sugar Minott,223.21587,roots reggae,159.715,7,0.0,More Than I Can Take,0,Reggae's Finest Volume 1,4,0.606975737219,-12.914,nan,0.386289651246,0.0
Skeeter Davis,153.49506,country rock,98.663,0,0.0,My Last Date (With You),1988,The Essential Skeeter Davis,3,0.60383916969,-10.487,0.542898743291,0.395791273774,0.0
The Elders,282.43546,celtic rock,129.903,7,0.0,Buzz's Jig,0,Live at the Gem Theater,1,0.557094504715,-8.2,0.531722098421,0.415303642581,0.0
All Girl Summer Fun Band,138.97098,pop rock,76.455,2,0.0,Rewind,2008,Looking Into It,4,0.537532967491,-14.927,0.447135796286,0.369870107031,0.0
Freddie McGregor,249.18159,lovers rock,92.972,4,0.0,Cover For Me,0,Anything For You,4,0.596895543228,-7.423,nan,0.365951047654,0.0
Erick Sermon,187.42812,hip hop,88.878,6,0.0,Freak Out,0,Double Or Nothing,4,0.577973752903,-8.821,0.594679448915,0.368336782246,0.0
Circle Jerks,88.89424,hardcore punk,156.605,1,0.0,Paid Vacation,1980,Group Sex,1,0.666522676567,-7.545,0.77952716829,0.414079473032,0.0
Arctic Monkeys,141.13914,garage rock,144.955,1,0.0,Dancing Shoes,2004,Whatever People Say I Am_ That's What I'm Not,4,0.816596710223,-4.526,nan,0.553661233298,0.0
Gene Simmons,112.06485,hard rock,140.148,0,0.0,Bad Boy Willie,0,Haunted House:The Complete Gene Simmons on Hi Records,4,0.556531086261,-11.603,nan,0.370138414326,0.0
Sierra Maestra,318.56281,charanga,117.766,2,0.0,No Me Llores Más,1994,¡Dundunbanza!,1,0.501544777104,-10.11,0.0,0.392733675547,0.0
Lonestar,245.7073,country,92.025,9,0.0,Amie,1997,Crazy Nights,3,0.753475620346,-7.786,0.304169503435,0.529915121495,0.0
Tex Williams,147.82649,western swing,168.879,0,0.0,Just A Pair Of Blue Eyes,0,Smoke! Smoke! Smoke!,4,0.425883321613,-15.965,nan,0.313647771107,0.0
James Newton Howard,54.96118,instrumental pop,189.037,2,0.0,Photographs,1999,The Sixth Sense,3,0.611381594879,-37.456,0.433005077275,0.445321878275,0.0
Kofi,231.33995,lovers rock,59.957,0,0.0,Don't Let Go,0,Lovers Lounge Venue 7,1,0.569329687367,-10.258,0.240473746064,0.394881083378,0.0
Albert Préjean,169.482,chanson,210.636,3,0.0,Dede De Montmartre,0,Chansons D'Amour,3,0.293433006903,-20.754,nan,0.0,0.0
SANSHIRO,272.95302,los angeles,147.395,5,0.0,Morgane regarde le ciel,0,Chansons pour qui?,4,0.359638285706,-10.267,nan,0.0,0.0
Amber Nicholson,252.55138,country,95.061,8,0.0,Tonight It's Just Me,0,Places We Go Through,4,0.303283796449,-8.669,0.27074649435,0.0,0.0
Kris Kristofferson,183.06567,western swing,138.094,7,0.0,Killer Barracuda,1995,Original Album Classics,4,0.732393706523,-17.312,0.215080318509,0.496224348644,0.0
Scott Weiland,321.01832,post-grunge,112.68,5,0.0,The Date ( LP Version ),1998,12 Bar Blues,4,0.674088297488,-5.328,0.492713639573,0.430321317531,0.0
Beto y sus Canarios,197.72036,ranchera,120.546,10,0.0,Noche Eterna,0,A Todo Calor,1,0.564584042775,-8.184,0.612861094506,0.409413619566,0.0
Atari Teenage Riot,249.46893,breakcore,100.341,2,0.0,Revolution Action,1999,60 Second Wipe Out,4,0.686811616813,-5.547,0.215080318509,0.443875676344,0.0
Mighty Diamonds,256.7571,roots reggae,85.043,10,0.0,Free Africa,0,The Real Enemy,4,0.536336186173,-9.188,0.265861049211,0.414609584707,0.0
The London Theatre Orchestra,78.94159,ragtime,107.662,5,0.0,Babylon 5,0,Sci-Fi Themes II,3,0.332421635339,-9.276,0.259678107009,0.314494836503,0.0
James Carter,366.0273,soul jazz,140.666,8,0.0,Dodo's Bounce,2008,Present Tense,4,0.498946148399,-18.826,0.47212111954,0.339020746721,0.0
"Clarence ""Gatemouth"" Brown",325.19791,texas blues,136.38,2,0.0,Up Jumped The Devil,0,The Man,1,0.575686501066,-8.338,0.427446571488,0.382976457967,0.0
X-tv,279.14404,ost,146.037,7,0.0,Skate alone,0,Three is a crowd,4,0.440172173894,-11.49,nan,0.306319125441,0.0
DJ Isaac,274.18077,gabba,172.133,10,0.0,The Hardway,0,Best Of DJ Isaac,1,0.616453999652,-6.282,nan,0.458400493994,0.0
Moraes Moreira,185.44281,latin jazz,145.047,9,0.0,Boca Do Balao / Preta Pretinha / Juazeiro,0,Bahião Com H,4,0.461741493305,-7.498,nan,0.334252474043,0.0
The Real Kids,192.15628,power pop,175.626,0,0.0,Happens All The Time,0,No Place Fast,4,0.484893131196,-7.046,nan,0.344871922171,0.0
DeGarmo & Key,220.02893,ccm,161.846,7,0.0,Don't Stop The Music (Streetlight Album Version),0,STREETLIGHT,4,0.421132725384,-11.462,nan,0.318834231458,0.0
Usher,32.41751,hip hop,118.237,5,0.0,I Need Love,1999,Live,1,0.856448923652,-14.434,nan,0.854637828218,0.0
Atreyu,214.07302,post-hardcore,160.153,4,0.0,Ex's And Oh's (Instrumental Version),0,A Death - Grip On Yesterday [Instrumental],4,0.821844255124,-4.964,0.0,0.592439485528,0.0
Rance Allen Group,201.27302,jazz funk,100.332,0,0.0,The Painter,2006,Stax Profiles - Rance Allen,4,0.428516150461,-11.202,0.0,0.269288257355,0.0
Loretta Lynn,197.58975,honky tonk,83.976,4,0.0,Away in a Manger,0,Rowdy Country Christmas,3,0.658731278303,-10.694,nan,0.410541103123,0.0
Pinch,315.84608,dubstep,139.994,6,0.0,Joyride,0,Tectonic Plates Vol. 2,7,0.583049612544,-9.847,0.440826440499,0.36400671373,0.0
Grant Geissman,307.40853,smooth jazz,192.301,0,0.0,Chaco (Album Version),1993,Rustic Technology,3,0.422971307885,-11.143,0.0,0.31724842518,0.0
Ed Ames,132.93669,ballad,127.408,2,0.0,Our Love Is A Living Thing,0,My Cup Runneth Over,3,0.471682686439,-12.399,nan,0.342552789244,0.0
Jacky Cheung,267.44118,cantonese pop,148.073,8,0.0,Zai Ai Shang Ni,0,Qing Bu Jin,4,0.546346469458,-12.299,nan,0.413772173138,0.0
Foo Fighters,274.65098,grunge,173.983,7,0.0,Next Year,1999,Skin And Bones,4,0.839275392927,-4.203,0.804318945514,0.550762084656,0.0
Dave Weckl,311.01342,hard house,93.502,0,0.0,Just An Illusion,1994,Hard-Wired,4,0.642452950601,-11.638,0.400039656955,0.466153998323,0.0
Uphill Battle,210.36363,grindcore,137.911,8,0.0,Memory,2002,Blurred 1999-2004,5,0.466262209646,-6.472,nan,0.369609834555,0.0
Death SS,258.29832,heavy metal,102.126,3,0.0,The Healer,2006,The 7th Seal,4,0.484409122625,-7.009,0.266955186276,0.450129048418,0.0
Los Rumberos Catalanes,140.19873,flamenco,66.064,8,0.0,Yo Te Camelo,0,Oh Capicua,4,0.350333622166,-15.933,nan,0.209345284327,0.0
Daniel Chan,222.14485,chinese music,161.986,5,0.0,Duo Liu Yi Hui,0,Bi Wo Xing Fu,4,0.441816439199,-9.162,nan,0.317185334565,0.0
Jerry Lewis,132.98893,rock steady,122.786,4,0.0,Borgia Liquor,0,Phoney Phone Calls 1959-1972,1,0.474829406893,-17.399,nan,0.2969556818,0.0
Lou Reed,111.15057,glam rock,65.896,7,0.0,Intro,0,Berlin: Live at St. Ann's Warehouse,4,0.810696983072,-23.367,0.460541281359,0.481975849154,0.0
Bessie Smith,195.70893,chicago blues,75.316,11,0.0,Gin House Blues,2007,Bessie Smith,1,0.637521050415,-21.782,nan,0.404798068262,0.0
Alain-François,213.99465,french pop,160.046,5,0.0,En silence,0,Alain-François,3,0.380317055716,-6.523,nan,0.300918428617,0.0
Grayson Capps,124.18567,blues-rock,101.076,2,0.0,Give It To Me,2006,Wail & Ride,4,0.58403786492,-7.109,0.497705809537,0.356406617735,0.0
Brian Free & Assurance,207.04608,southern gospel,108.565,11,0.0,The Coming Of The King,0,It's So God!,4,0.416463908141,-5.296,0.26673132411,0.374335194759,0.0
Gran Coquivacoa,185.0771,gaita,81.255,6,0.0,Frente A Tu Altar,0,Soy Zuliano,4,0.421376060223,-8.914,nan,0.366527801955,0.0
Sex Pistols,129.93261,punk,129.722,8,0.0,Seventeen,1977,Spunk,1,0.731184230413,-6.458,0.704852713219,0.549204383877,0.0
Tracy Byrd,190.27546,honky tonk,137.528,9,0.0,Take Me Fishin',0,Noble Things ST,4,0.692975623904,-11.036,nan,0.422507450826,0.0
Café Quijano,262.37342,pop rock,102.677,11,0.0,Poesía De Amor,1998,Café Quijano,4,0.551682526284,-9.37,0.405115721691,0.352338667915,0.0
Carl Smith,107.62404,honky tonk,109.449,4,0.0,If You Don't Somebody Else Will,0,The Hickory Days,4,0.551502069088,-13.51,0.0,0.351717751121,0.0
Patrick Bruel,263.94077,cabaret,140.696,9,0.0,L'Appart,1991,Seul Ou presque,4,0.631151242449,-17.855,nan,0.432754336766,0.0
Nirvana,1061.79873,grunge,131.056,4,0.0,Nevermind_ It's An Interview,0,Nevermind_ It's An Interview,4,0.825805386192,-19.304,nan,0.661382924338,0.0
The Misfits,82.1024,horror punk,185.615,2,0.0,She (1997 Digital Remaster),1996,Static Age,1,0.85372585672,-8.294,nan,0.550991009241,0.0
Washboard Sam,184.78975,delta blues,95.666,0,0.0,Washboard Swing,0,Washboard Sam Vol. 3 (1938),4,0.505784762727,-14.727,0.249065794854,0.326750333974,0.0
Los Auténticos Decadentes,205.37424,cumbia,133.821,0,0.0,Que Vas A Hacer Conmigo,2004,12 Vivos,4,0.610330728064,-5.634,0.484562529968,0.407821564861,0.0
Atreyu,267.17995,post-hardcore,151.64,0,0.0,The Remembrance Ballad (Album Version),2004,The Curse,4,0.821844255124,-4.6,nan,0.592439485528,0.0
Amil,248.5024,hip hop,165.967,0,0.0,Anyday,2000,All Money Is Legal,4,0.583298629996,-8.183,0.0,0.354574370509,0.0
Luiz Bonfa,141.40036,samba,194.099,2,0.0,Santeleco,2005,Le Roi de la Bossa Nova,4,0.549282907459,-15.263,0.323112120895,0.347547580526,0.0
Shelly Manne,255.39873,hard bop,121.871,7,0.0,Get Me To The Church On Time,1996,1954-56 Combinations,3,0.474329019699,-18.623,nan,0.347134882688,0.0
Modern Lovers,260.62322,art rock,142.857,7,0.0,She cracked,1976,Live at the longbranch and more,4,0.620541381705,-12.502,0.800078985844,0.396111527101,0.0
Paul Taylor,453.58975,smooth jazz,144.005,11,0.0,Apogee (ft. TechTonic),0,High Life,4,0.664690938937,-7.49,0.0,0.429261029065,0.0
Eden's Bridge,337.13587,celtic,79.13,2,0.0,By My Spirit  (),0,Celtic Worship 2,5,0.467318921926,-16.311,0.0,0.346683794514,0.0
Edmundo Ros,168.88118,samba,199.894,0,0.0,Congo,0,Samba Samba,1,0.448026304494,-15.05,nan,0.323634923325,0.0
Cherish The Ladies,134.81751,irish folk,118.182,2,0.0,The Shaskeen / Gan Ainm,1999,Cherish The Ladies: Irish Women Musicians in America,5,0.581507854612,-16.831,nan,0.390020825482,0.0
Jennifer Lopez,211.56526,dance pop,104.796,6,0.0,Play,2001,J.Lo,4,0.877119424278,-1.81,0.804749693774,0.56091265733,0.0
Joy Division,241.08363,alternative,133.331,5,0.0,A Means To An End [Live at Birmingham University] [2007 Re-mastered],0,Still [Collector's Edition],4,0.764287182498,-11.524,0.466304830757,0.57629465114,0.0
Neil Sedaka,256.9922,brill building pop,159.184,4,0.0,Superbird,0,Neil Sedaka Selected Hits,1,0.720842183166,-17.289,0.3759843015,0.444025681011,0.0
Eagles,261.17179,country rock,92.186,5,0.0,I Don't Want To Hear Any More,2007,Long Road Out Of Eden,4,0.767020210404,-6.182,0.567656586768,0.681987760426,0.0
Nicole C. Mullen,237.16526,ccm,104.039,8,0.0,Shooby (Live Version),0,Live From Cincinnati_ Bringin' It Home,4,0.614642954159,-5.643,nan,0.439024561207,0.0
Kali,601.99138,hip hop,128.999,2,0.0,No. 284,0,Kali,4,0.543350012966,-11.335,0.0,0.399265149721,0.0
Eason Chan,226.55955,cantonese pop,119.977,0,0.0,Been Sick Lung,0,Listen to Eason Chan,4,0.555277224341,-6.005,nan,0.395217687049,0.0
Jerry Butler,164.70159,chicago soul,71.171,9,0.0,Let It Be Me(with Betty Everrett),0,Spotlight On Jerry Butler,4,0.589259678209,-15.685,nan,0.389589781113,0.0
Ino,392.35873,techno,124.997,0,0.0,Silence tells you all,0,Private Room - The X-Mas Lounge Session 2006,5,0.46379170703,-11.32,nan,0.36979471399,0.0
Bravehearts,209.03138,hip hop,199.07,6,0.0,Sensations,2003,Bravehearted (Clean),7,0.505163004914,-10.212,nan,0.371960266493,0.0
Primordial,508.3424,folk metal,118.196,3,0.0,The Burning Season (Live),1998,A Journey's End,4,0.751040126113,-10.141,0.215080318509,0.418193099976,0.0
2 Minutos,129.48853,skate punk,146.275,1,0.0,Como Caramelo De Limón,1994,Valentin Alsina,1,0.591846287473,-11.504,nan,0.372462979783,0.0
Jimmy Cliff,301.71383,reggae,122.773,0,0.0,Let's Seize The Time,1973,The Universal Masters Collection,1,0.672199944412,-7.449,0.265861049211,0.466784211628,0.0
Deborahe Glasgow,390.32118,lovers rock,166.579,4,0.0,Give Me That Touch (The Touch Up Mix),0,Deborahe Glasgow,4,0.373889978796,-11.695,0.226894691232,0.247613318632,0.0
Jope Ruonansuu,175.41179,parody,134.109,9,0.0,Työnnä kännykkä hanuriin,2002,Kaikkien aikojen parhaat -45 klassikkoa - Aattelepa ite,4,0.464362590899,-5.136,nan,0.417846147714,0.0
Robin Fox,398.52363,breakbeat,135.993,8,0.0,It's Gonna Be Okay (Original Mix),0,It's Gonna Be Okay,4,0.471929051691,-8.701,nan,0.290513226624,0.0
Bill Laswell,381.30893,future jazz,172.955,2,0.0,Digitaria,1996,Final Oscillations,4,0.678008836779,-9.232,0.386790177139,0.404039733775,0.0
Jason Mraz,336.43057,alternative rock,104.296,6,0.0,Did You Get My Message?  (Live From Shubas),2007,Selections For Friends,4,0.84297210826,-10.26,0.447915443146,0.793412622763,0.0
Grandpa Jones,158.71955,bluegrass,65.93,9,0.0,Falling Leaves,1995,Country Music Hall Of Fame Series: Grandpa Jones,1,0.450645997115,-11.145,0.378686388845,0.331534751415,0.0
Paulo Flores,282.85342,zouk,101.767,4,0.0,Belina,0,Xé povo,3,0.465801588869,-13.615,0.249065794854,0.312848330943,0.0
Philly's Most Wanted,242.25914,hip hop,96.037,11,0.0,Y'all Can't Never Hurt Us (Clean Version),2001,Get Down Or Lay Down,4,0.427790621088,-6.355,nan,0.308163474494,0.0
