,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,quality,imdb_z
20,1,1779,422.0,164.0,0.0,773.0,20,5000.0,255108370.0,1,21,3870,354228,9152,1447,0.0,1098,4484,802.0,11,39,7,250000000.0,2014.0,972.0,7.5,2.35,65000,4,0.9402388160553077
21,1,1425,599.0,153.0,464.0,963.0,156,15000.0,262030663.0,0,583,3503,451803,28489,603,0.0,4542,3226,1225.0,11,61,7,230000000.0,2012.0,10000.0,7.0,2.35,56000,4,0.49616013257682934
22,1,1895,343.0,156.0,0.0,738.0,2966,891.0,105219735.0,0,1269,2933,211765,3244,3005,0.0,3,3233,546.0,11,61,7,200000000.0,2010.0,882.0,6.7,2.35,17000,3,0.22971292248974245
23,1,1779,509.0,186.0,0.0,773.0,20,5000.0,258355354.0,1,21,3871,483540,9152,1447,6.0,3753,3504,951.0,11,61,7,225000000.0,2013.0,972.0,7.9,2.35,83000,4,1.2955017628380907
24,1,348,251.0,113.0,129.0,1000.0,929,16000.0,70083519.0,1,354,3811,149019,24106,1966,2.0,2793,2388,666.0,11,61,7,180000000.0,2007.0,6000.0,6.1,2.35,0,3,-0.3031814976844321
25,1,1779,446.0,201.0,0.0,84.0,2787,6000.0,218051260.0,0,1434,2023,316018,7123,1079,0.0,892,2213,2618.0,11,39,7,207000000.0,2005.0,919.0,7.2,2.35,0,4,0.6737916059682209
26,1,918,315.0,194.0,0.0,794.0,1545,29000.0,658672302.0,7,1171,4511,793059,45223,1228,0.0,1149,1039,2528.0,11,61,7,200000000.0,1997.0,14000.0,7.7,2.35,26000,4,1.1178702894466992
27,1,133,516.0,147.0,94.0,11000.0,2567,21000.0,407197282.0,0,1659,695,272670,64798,591,0.0,1568,4773,1022.0,11,61,7,250000000.0,2016.0,19000.0,8.2,2.35,72000,5,1.5619489729251768
28,1,1762,377.0,131.0,532.0,627.0,99,14000.0,65173160.0,0,1184,464,202382,26679,3183,0.0,2173,3841,751.0,11,61,7,209000000.0,2012.0,10000.0,5.9,2.35,44000,3,-0.48081297107582277
29,1,394,644.0,124.0,365.0,1000.0,1495,3000.0,652177271.0,0,253,1980,418214,8458,2572,0.0,3580,2282,1290.0,11,61,7,150000000.0,2015.0,2000.0,7.0,2.0,150000,4,0.49616013257682934
30,1,2015,750.0,143.0,0.0,393.0,1115,883.0,304360277.0,0,34,3175,522030,2039,2903,0.0,2265,3385,1498.0,11,60,7,200000000.0,2012.0,563.0,7.8,2.35,80000,4,1.2066860261423946
31,1,2018,300.0,135.0,0.0,4000.0,1220,24000.0,373377893.0,0,779,3274,411164,43388,1955,1.0,3430,2010,1303.0,11,61,7,200000000.0,2004.0,11000.0,7.3,2.35,0,4,0.7626073426639162
32,1,2059,608.0,195.0,1000.0,3000.0,1449,21000.0,408992272.0,0,1659,1893,557489,30426,914,3.0,1076,3694,1187.0,11,61,7,200000000.0,2013.0,4000.0,7.2,2.35,95000,4,0.6737916059682209
33,1,2209,451.0,108.0,13000.0,11000.0,68,40000.0,334185206.0,1,972,221,306320,79957,215,0.0,631,3300,736.0,11,61,6,200000000.0,2010.0,25000.0,6.5,1.85,24000,3,0.05208144909835094
34,1,246,334.0,104.0,420.0,560.0,1589,20000.0,234360014.0,0,744,4850,383427,21714,744,0.0,1716,2326,1912.0,11,10,7,210000000.0,2006.0,808.0,6.8,2.35,0,3,0.3185286591854378
35,1,441,376.0,104.0,37.0,760.0,2877,12000.0,268488329.0,1,1854,2394,235025,14863,3017,0.0,2736,3854,265.0,11,61,1,200000000.0,2013.0,779.0,7.3,1.85,44000,4,0.7626073426639162
36,1,1524,366.0,150.0,0.0,464.0,1615,894.0,402076689.0,0,687,4556,323207,3218,2737,0.0,1305,3363,1439.0,11,61,7,200000000.0,2009.0,581.0,6.0,2.35,0,3,-0.39199723438012746
37,1,1524,378.0,165.0,0.0,808.0,2660,974.0,245428137.0,0,194,4554,242420,3988,1896,2.0,1973,4385,918.0,11,61,7,210000000.0,2014.0,956.0,5.7,2.35,56000,3,-0.6584444444672143
38,1,2018,525.0,130.0,0.0,11000.0,2066,44000.0,234903076.0,1,1929,2645,175409,73441,1436,4.0,2917,4031,511.0,11,61,6,215000000.0,2013.0,15000.0,6.4,2.35,60000,3,-0.03673428759734442
39,1,1425,495.0,142.0,464.0,825.0,156,15000.0,202853933.0,0,583,3504,321227,28631,276,0.0,3210,4248,1067.0,11,61,7,200000000.0,2014.0,10000.0,6.7,2.35,41000,3,0.22971292248974245
40,1,1198,469.0,125.0,364.0,1000.0,2190,12000.0,172051787.0,0,862,3428,264183,25550,1435,0.0,1031,3425,665.0,11,61,6,170000000.0,2010.0,10000.0,6.8,2.35,30000,3,0.3185286591854378
41,1,1115,304.0,106.0,487.0,776.0,2787,1000.0,191450875.0,1,931,709,101178,4482,963,0.0,1803,3569,283.0,11,61,1,200000000.0,2011.0,919.0,6.3,2.35,10000,3,-0.12555002429304057
42,1,1467,436.0,123.0,258.0,326.0,2765,16000.0,116593191.0,0,1713,1547,223393,17657,3184,2.0,1312,3462,550.0,11,61,7,200000000.0,2011.0,368.0,5.6,2.35,24000,3,-0.7472601811629105
43,1,1352,453.0,103.0,125.0,721.0,1432,15000.0,414984497.0,1,1951,4540,544884,19085,919,3.0,3032,2651,733.0,11,61,1,200000000.0,2010.0,1000.0,8.3,1.85,30000,5,1.6507647096208737
44,1,1510,422.0,118.0,368.0,988.0,414,23000.0,125320003.0,0,338,3470,286095,27468,673,0.0,3415,2670,974.0,11,61,7,200000000.0,2009.0,3000.0,6.6,2.35,0,3,0.1408971857940463
45,1,945,424.0,140.0,0.0,14000.0,2263,26000.0,350034110.0,0,846,1435,278232,79150,3391,0.0,2554,4638,657.0,11,61,7,190000000.0,2015.0,23000.0,7.2,2.35,94000,4,0.6737916059682209
46,1,1421,654.0,123.0,395.0,1000.0,349,17000.0,202351611.0,0,1553,4837,465019,32392,2433,0.0,2703,3082,995.0,11,61,7,190000000.0,2013.0,11000.0,7.0,2.35,129000,4,0.49616013257682934
47,1,276,539.0,149.0,0.0,20000.0,2285,34000.0,233914986.0,0,879,4848,514125,91434,1332,7.0,3767,4253,752.0,11,61,7,200000000.0,2014.0,22000.0,8.0,2.35,82000,5,1.3843174995337861
48,1,892,590.0,132.0,14000.0,928.0,404,19000.0,228756232.0,0,163,3302,395573,21411,2538,0.0,431,3802,1171.0,11,61,7,190000000.0,2013.0,981.0,7.8,2.35,92000,4,1.2066860261423946
49,1,276,338.0,114.0,0.0,140.0,939,979.0,65171860.0,1,551,1915,106416,1766,2735,1.0,1746,3751,205.0,11,61,7,195000000.0,2013.0,557.0,6.3,2.35,22000,3,-0.12555002429304057
50,1,170,490.0,143.0,1000.0,77.0,864,29000.0,144812796.0,7,1171,3829,362912,29770,3134,4.0,4449,3745,753.0,11,3,7,105000000.0,2013.0,509.0,7.3,2.35,115000,4,0.7626073426639162
51,1,1606,306.0,116.0,179.0,236.0,2387,15000.0,90755643.0,0,800,2773,222403,16149,2768,2.0,592,2842,453.0,11,61,7,200000000.0,2010.0,567.0,6.6,2.35,23000,3,0.1408971857940463
52,1,808,575.0,131.0,0.0,919.0,571,16000.0,101785482.0,0,307,2649,381148,19166,1994,0.0,4264,4085,1106.0,11,61,7,190000000.0,2013.0,968.0,7.0,1.85,83000,4,0.49616013257682934
53,1,1524,428.0,154.0,0.0,581.0,1733,894.0,352358779.0,0,687,4555,326180,2593,1917,2.0,1304,3789,899.0,11,61,7,195000000.0,2011.0,829.0,6.3,2.35,46000,3,-0.12555002429304057
54,1,2149,470.0,122.0,14000.0,1000.0,2354,11000.0,317011114.0,0,714,1849,333847,14959,1616,2.0,3312,2265,2054.0,11,61,7,185000000.0,2008.0,1000.0,6.2,2.35,5000,3,-0.21436576098873592
55,1,1791,298.0,93.0,113.0,113.0,1180,275.0,123070338.0,1,1,3814,62836,696,2676,0.0,986,4307,345.0,11,61,6,39831118.41831792,2015.0,150.0,6.8,2.35,20000,3,0.3185286591854378
56,1,1441,488.0,93.0,56.0,838.0,1432,2000.0,237282182.0,1,1073,617,273556,5005,1807,0.0,1038,3573,428.0,11,61,6,185000000.0,2012.0,1000.0,7.2,2.35,39000,4,0.6737916059682209
57,1,1234,322.0,122.0,681.0,105.0,1983,998.0,130468626.0,0,1827,3298,53607,1327,2137,4.0,4333,4607,432.0,11,61,7,185000000.0,2016.0,119.0,7.5,2.35,30000,4,0.9402388160553077
58,1,99,421.0,98.0,475.0,522.0,983,1000.0,223806889.0,1,964,4691,718837,2975,1546,0.0,3775,3194,1043.0,11,61,1,180000000.0,2008.0,729.0,8.4,2.35,16000,5,1.7395804463165692
59,1,246,162.0,91.0,420.0,173.0,639,268.0,140080850.0,0,1988,2985,121084,1125,2545,2.0,760,1896,221.0,11,61,7,140000000.0,2007.0,268.0,6.2,2.35,0,3,-0.21436576098873592
60,1,1967,367.0,158.0,776.0,310.0,1740,1000.0,166112167.0,0,1499,31,283418,2144,3292,0.0,1066,3535,1055.0,11,61,7,200000000.0,2009.0,468.0,5.8,2.35,13000,3,-0.569628707771519
61,1,1948,240.0,96.0,0.0,10000.0,587,18000.0,137850096.0,2,1673,88,72809,48878,1166,0.0,2715,3372,249.0,11,61,6,200000000.0,2009.0,14000.0,6.8,2.35,0,3,0.3185286591854378
62,1,1328,384.0,127.0,0.0,13000.0,2066,17000.0,47375327.0,0,302,1977,139593,47334,969,1.0,2166,4023,720.0,11,61,7,176000000.0,2015.0,15000.0,5.4,2.35,44000,3,-0.9248916545543011
63,1,545,248.0,110.0,282.0,103.0,99,11000.0,124051759.0,0,348,3999,42372,21175,509,2.0,526,3201,239.0,11,61,7,180000000.0,2016.0,10000.0,6.6,2.35,29000,3,0.1408971857940463
64,1,83,284.0,150.0,80.0,82.0,1644,1000.0,291709845.0,1,907,3643,286506,1317,3041,5.0,4358,2238,1463.0,11,61,6,180000000.0,2005.0,190.0,6.9,2.35,0,3,0.40734439588113397
65,1,276,396.0,144.0,0.0,1000.0,2008,34000.0,154985087.0,0,879,4847,148379,49684,3342,6.0,4665,4756,622.0,11,61,7,178000000.0,2016.0,13000.0,7.3,2.35,54000,4,0.7626073426639162
66,1,370,645.0,152.0,22000.0,11000.0,1107,23000.0,533316061.0,0,338,3693,1676169,57802,2455,0.0,1567,2821,4667.0,11,61,7,185000000.0,2008.0,13000.0,9.0,2.35,37000,5,2.2724748664907426
67,1,1758,408.0,96.0,0.0,262.0,737,1000.0,292979556.0,1,964,4648,665575,2635,1586,1.0,1395,3356,704.0,11,61,6,175000000.0,2009.0,848.0,8.3,1.85,27000,5,1.6507647096208737
68,1,1904,219.0,94.0,11.0,459.0,2336,1000.0,198332128.0,0,83,2395,114553,2579,3121,2.0,644,3179,187.0,11,61,6,175000000.0,2009.0,973.0,6.5,2.35,0,3,0.05208144909835094
69,1,1153,486.0,126.0,4000.0,4000.0,1289,21000.0,318298180.0,0,1659,1891,696338,39252,1721,3.0,478,2290,1055.0,11,61,7,140000000.0,2008.0,12000.0,7.9,2.35,10000,4,1.2955017628380907
70,1,1472,682.0,126.0,17000.0,1000.0,546,17000.0,73820094.0,1,322,1766,245333,36017,2758,0.0,1308,3250,678.0,11,61,6,170000000.0,2011.0,16000.0,7.5,1.85,42000,4,0.9402388160553077
71,1,167,85.0,106.0,188.0,582.0,2525,10000.0,113745408.0,0,2040,4798,129601,15870,277,2.0,2369,1136,648.0,11,61,7,170000000.0,1999.0,4000.0,4.8,1.85,0,2,-1.4577860747284757
72,1,1901,264.0,112.0,357.0,595.0,365,5000.0,102176165.0,0,902,4098,117927,9131,2929,2.0,1091,3137,501.0,11,61,7,145000000.0,2008.0,3000.0,5.2,2.35,0,3,-1.1025231279456926
73,1,487,418.0,123.0,452.0,329.0,2443,10000.0,161087183.0,0,2040,3378,118992,11287,1349,8.0,1566,3775,971.0,11,61,7,175000000.0,2016.0,336.0,6.9,2.35,80000,3,0.40734439588113397
74,1,2253,186.0,96.0,293.0,7000.0,2094,87000.0,100289690.0,4,914,1226,115099,108016,3138,0.0,1067,2517,257.0,11,61,6,175000000.0,2007.0,11000.0,5.4,2.35,2000,3,-0.9248916545543011
75,1,595,585.0,113.0,218.0,509.0,1678,10000.0,100189501.0,0,1947,1167,431620,12652,2536,1.0,680,4039,741.0,11,61,7,178000000.0,2014.0,854.0,7.9,2.35,77000,4,1.2955017628380907
76,1,1296,91.0,176.0,58.0,60.0,2402,711.0,88246220.0,0,860,4728,144337,1004,3491,0.0,4203,804,309.0,11,61,7,175000000.0,1995.0,60.0,6.1,1.85,0,3,-0.3031814976844321
77,1,2119,250.0,118.0,208.0,570.0,747,23000.0,150167630.0,0,996,1442,174578,26683,2032,4.0,2997,3352,534.0,11,61,7,175000000.0,2009.0,2000.0,5.8,2.35,0,3,-0.569628707771519
78,1,1758,536.0,95.0,0.0,384.0,2070,1000.0,356454367.0,1,83,1864,345198,2944,2694,1.0,877,4370,773.0,11,61,6,175000000.0,2015.0,767.0,8.3,1.85,118000,5,1.6507647096208737
79,1,1153,370.0,106.0,4000.0,591.0,312,19000.0,362645141.0,1,1756,3947,106072,32921,1158,0.0,4066,4690,398.0,11,60,6,175000000.0,2016.0,13000.0,7.8,1.85,65000,4,1.2066860261423946
80,1,1153,453.0,124.0,4000.0,4000.0,2567,21000.0,312057433.0,0,1659,1892,522371,48638,1721,4.0,4328,3594,723.0,11,61,7,200000000.0,2010.0,19000.0,7.0,2.35,18000,4,0.49616013257682934
81,1,1987,416.0,132.0,274.0,11000.0,1656,26000.0,155111815.0,0,331,3211,228554,72881,2952,0.0,3862,4148,710.0,11,61,7,170000000.0,2012.0,17000.0,6.1,2.35,53000,3,-0.3031814976844321
82,1,1944,401.0,97.0,171.0,846.0,2611,11000.0,241407328.0,0,98,2242,252257,15516,2960,2.0,3346,3982,634.0,11,61,6,180000000.0,2014.0,2000.0,7.0,2.35,89000,4,0.49616013257682934
83,1,1492,521.0,130.0,198.0,884.0,1495,10000.0,208543795.0,0,661,953,317542,14363,1957,0.0,989,4381,620.0,11,61,7,170000000.0,2014.0,2000.0,7.6,1.85,45000,4,1.029054552751003
84,1,1968,10.0,109.0,596.0,283.0,113,622.0,48549464.42870905,0,1890,4042,2138,1982,347,3.0,26,3723,15.0,11,5,9,39831118.41831792,2015.0,525.0,4.5,2.2149373273849364,677,2,-1.7242332848155626
85,1,286,218.0,128.0,47.0,982.0,454,18000.0,38297305.0,0,1066,64,116994,20965,1631,2.0,2175,3737,324.0,11,61,7,175000000.0,2013.0,1000.0,6.3,2.35,35000,3,-0.12555002429304057
86,1,133,576.0,136.0,94.0,2000.0,513,19000.0,259746958.0,0,1756,697,496749,36188,1290,1.0,3165,4227,742.0,11,61,7,170000000.0,2014.0,11000.0,7.8,2.35,55000,4,1.2066860261423946
87,1,1604,226.0,93.0,31.0,213.0,1560,4000.0,238371987.0,1,979,3142,138661,4628,2235,2.0,742,3180,173.0,11,61,6,165000000.0,2010.0,225.0,6.4,2.35,0,3,-0.03673428759734442
88,1,228,443.0,130.0,663.0,604.0,507,2000.0,93417865.0,0,1010,4521,128306,5046,3237,2.0,2206,4297,497.0,11,61,6,190000000.0,2015.0,638.0,6.5,2.2,37000,3,0.05208144909835094
89,1,584,384.0,102.0,38.0,562.0,646,756.0,222487711.0,0,404,521,279093,2963,13,0.0,4367,4452,433.0,11,61,6,165000000.0,2014.0,719.0,7.9,2.39,41000,4,1.2955017628380907
90,1,1860,377.0,101.0,66.0,833.0,2558,975.0,189412677.0,1,785,4839,272534,4451,1649,1.0,1032,4180,345.0,11,61,6,165000000.0,2012.0,931.0,7.8,2.35,40000,4,1.2066860261423946
91,1,1948,188.0,100.0,0.0,267.0,833,15000.0,665426.0,1,1951,4185,120798,16264,2675,0.0,2222,2131,444.0,11,61,1,165000000.0,2004.0,726.0,6.6,2.35,10000,3,0.1408971857940463
92,1,1967,286.0,120.0,776.0,535.0,2594,890.0,102315545.0,0,2020,1847,58137,3233,1780,0.0,666,4034,520.0,11,61,7,165000000.0,2016.0,812.0,5.5,2.35,67000,3,-0.8360759178586058
93,1,548,288.0,98.0,255.0,759.0,135,18000.0,217387997.0,1,676,1759,485430,20453,696,0.0,3685,3178,492.0,11,61,6,165000000.0,2010.0,953.0,8.2,2.35,33000,5,1.5619489729251768
94,1,1182,280.0,109.0,84.0,191.0,1826,648.0,150350192.0,0,1459,3468,305340,1769,502,0.0,3700,1424,1676.0,11,61,9,200000000.0,2003.0,284.0,6.4,2.35,0,3,-0.03673428759734442
95,1,928,653.0,121.0,571.0,3000.0,2916,14000.0,333130696.0,0,219,1563,682155,32438,905,3.0,2141,4333,1097.0,11,61,7,170000000.0,2014.0,14000.0,8.1,2.35,96000,5,1.4731332362294813
96,1,370,712.0,169.0,22000.0,6000.0,190,11000.0,187991439.0,1,1313,1874,928227,31488,2152,1.0,1928,3081,2725.0,11,61,7,165000000.0,2014.0,11000.0,8.6,2.35,349000,5,1.9172119197079598
97,1,370,642.0,148.0,22000.0,23000.0,2836,29000.0,292568851.0,0,1171,1843,1468200,81115,1753,0.0,768,3766,2803.0,11,61,7,160000000.0,2010.0,27000.0,8.8,2.35,175000,5,2.094843393099352
98,1,851,1.0,120.0,28.0,12.0,2634,544.0,48549464.42870905,0,1270,1510,374,699,265,0.0,2015,4862,13.0,22,32,9,39831118.41831792,2016.0,106.0,8.2,2.35,0,5,1.5619489729251768
99,1,1779,645.0,182.0,0.0,773.0,20,5000.0,303001229.0,1,21,3869,637246,9152,1447,1.3723340641817818,3682,3190,1367.0,11,61,7,180000000.0,2012.0,972.0,7.9,2.35,166000,4,1.2955017628380907
100,1,1901,187.0,106.0,357.0,4000.0,2916,23000.0,144512310.0,0,1546,3757,272223,45327,1746,2.0,3794,1595,988.0,11,61,7,38000000.0,2001.0,14000.0,6.7,2.35,14000,3,0.22971292248974245
101,1,499,362.0,166.0,21000.0,919.0,1259,11000.0,127490802.0,7,217,3684,459346,13333,1792,2.0,3487,2576,822.0,11,61,7,150000000.0,2008.0,1000.0,7.8,2.35,23000,4,1.2066860261423946
102,1,1501,500.0,132.0,905.0,1000.0,2008,34000.0,146405371.0,0,879,4849,518537,50983,2556,3.0,2883,3658,698.0,11,61,7,160000000.0,2011.0,13000.0,7.8,2.35,54000,4,1.2066860261423946
103,1,690,389.0,137.0,508.0,14000.0,2302,34000.0,281666058.0,1,879,3894,166137,81385,1761,1.0,3413,4292,383.0,11,61,7,160000000.0,2015.0,22000.0,6.6,2.35,38000,3,0.1408971857940463
104,1,1164,235.0,109.0,226.0,370.0,2196,12000.0,63143812.0,0,1462,4309,124185,13388,2843,0.0,2831,3244,238.0,11,61,6,150000000.0,2010.0,418.0,6.1,2.35,11000,3,-0.3031814976844321
105,1,2364,231.0,98.0,249.0,702.0,2062,87000.0,60655503.0,0,914,2754,82380,92456,162,0.0,3301,2505,629.0,11,61,7,160000000.0,2006.0,2000.0,5.6,2.35,0,3,-0.7472601811629105
106,1,916,218.0,113.0,33.0,11000.0,68,40000.0,76846624.0,1,972,220,21352,80806,215,1.0,2959,4586,131.0,11,61,6,170000000.0,2016.0,25000.0,6.4,1.85,30000,3,-0.03673428759734442
107,1,338,227.0,93.0,50.0,692.0,900,3000.0,320706665.0,1,1033,3143,211971,4705,2924,2.0,3601,2518,326.0,11,61,6,160000000.0,2007.0,795.0,6.1,1.85,0,3,-0.3031814976844321
108,1,607,275.0,123.0,0.0,648.0,431,3000.0,46978995.0,0,500,4716,111609,5505,2931,0.0,1641,3042,781.0,11,61,7,160000000.0,2016.0,716.0,7.3,2.35,89000,4,0.7626073426639162
109,1,36,474.0,126.0,230.0,2000.0,881,24000.0,89732035.0,0,779,3469,188457,38873,2268,2.0,739,3741,867.0,11,61,7,155000000.0,2015.0,10000.0,6.6,2.35,82000,3,0.1408971857940463
110,1,1523,228.0,113.0,150.0,59.0,2606,531.0,104383624.0,1,250,3644,106446,764,2003,4.0,3686,3266,227.0,11,61,6,155000000.0,2010.0,82.0,6.3,1.78,11000,3,-0.12555002429304057
111,0,1524,191.0,184.0,0.0,691.0,1200,3000.0,198539855.0,0,874,2688,254111,5401,2162,0.0,562,1545,1999.0,11,61,7,140000000.0,2001.0,961.0,6.1,2.35,0,3,-0.3031814976844321
112,1,1524,396.0,144.0,0.0,581.0,2031,662.0,318759914.0,0,2075,4553,513158,2333,1917,0.0,633,2546,1782.0,11,61,7,150000000.0,2007.0,599.0,7.1,2.35,8000,4,0.5849758692725247
113,1,1694,248.0,206.0,0.0,591.0,170,12000.0,34293771.0,0,116,215,138863,24598,417,3.0,850,2163,1390.0,11,21,9,155000000.0,2004.0,11000.0,5.5,2.35,0,3,-0.8360759178586058
114,1,545,329.0,138.0,282.0,687.0,648,21000.0,292000866.0,1,1663,1623,355137,33433,1104,3.0,1713,2308,1108.0,11,60,7,150000000.0,2007.0,11000.0,7.5,2.35,0,4,0.9402388160553077
115,1,1606,295.0,157.0,179.0,10000.0,648,21000.0,289994397.0,1,1663,1621,385670,53413,2926,1.0,4063,2088,1896.0,11,60,7,150000000.0,2005.0,11000.0,7.6,2.35,0,4,1.029054552751003
116,1,1762,318.0,102.0,532.0,979.0,483,10000.0,227946274.0,0,2040,1587,343648,21584,967,0.0,2375,2705,590.0,11,61,7,150000000.0,2008.0,9000.0,6.4,2.35,0,3,-0.03673428759734442
117,1,690,323.0,104.0,508.0,558.0,112,10000.0,256386216.0,7,2040,1775,530870,13076,3458,0.0,4671,2883,1413.0,11,61,7,150000000.0,2007.0,1000.0,7.2,2.35,11000,4,0.6737916059682209
118,1,2209,276.0,115.0,13000.0,588.0,546,40000.0,206456431.0,1,972,753,320284,57844,808,3.0,2822,2262,1361.0,11,61,6,150000000.0,2005.0,16000.0,6.7,1.85,0,3,0.22971292248974245
119,1,228,318.0,111.0,663.0,954.0,1432,1000.0,206435493.0,2,832,2844,473887,4764,418,0.0,2753,2366,626.0,11,61,1,150000000.0,2007.0,1000.0,8.0,2.35,10000,5,1.3843174995337861
120,1,370,478.0,128.0,22000.0,11000.0,1741,23000.0,205343774.0,0,338,453,980946,59558,2455,0.0,1074,2296,2685.0,11,61,7,150000000.0,2005.0,14000.0,8.3,2.35,15000,5,1.6507647096208737
121,1,645,167.0,89.0,35.0,436.0,1199,1000.0,179982968.0,0,172,2226,146019,3285,523,0.0,531,2879,119.0,11,61,6,150000000.0,2008.0,851.0,6.7,1.85,0,3,0.22971292248974245
122,1,2066,185.0,105.0,189.0,1000.0,2338,49000.0,177243721.0,1,1672,2516,130272,54039,3139,2.0,4339,3393,209.0,11,61,6,150000000.0,2009.0,3000.0,5.9,2.35,2000,3,-0.48081297107582277
